id,question,original_question,expected_answer,tipo_inferencia,source_titles,source_urls,context_concat,context_words,entities,reasoning_path,num_hops,difficulty,requires_ontology,retrieval_scope,dataset_version
35,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, rochas geradoras e óleo?",Que processo liga a separação continental à formação de rochas geradoras no pré-sal?,"A separação continental gerou depressões lacustres; nelas, matéria orgânica acumulada em regiões profundas foi incorporada aos sedimentos e formou rochas geradoras.",temporal_estratigrafica,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras | Geologia | SGB,https://petrobras.com.br/pre-sal | https://www.sgb.gov.br/geologia,"O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano. Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos. Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. A Geodinâmica é a ciência que investiga a dinâmica da Terra buscando entender todos os processos geológicos envolvidos na sua transformação ao longo do tempo geológico e na geração de recursos naturais como minério, óleo e gás.",118,pré-sal | rochas geradoras | óleo | gás | matéria orgânica | algas microscópicas | lagos | Geodinâmica | Terra,pré-sal -> rochas geradoras -> óleo -> gás -> matéria orgânica -> rocha geradora -> geração de hidrocarbonetos,4,hard,False,multi_document,graphrag
36,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,Que formações concentram os reservatórios carbonáticos identificados no Campo de Mero?,As Formações Barra Velha e Itapema concentram os reservatórios carbonáticos identificados no Campo de Mero.,entidade_estratigrafica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",62,Bacia de Santos | Campo de Mero | reservatório | reservatórios carbonáticos | hidrocarbonetos | óleo | Campo | As Formações Barra Velha | Itapema,Bacia de Santos -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
37,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,A diferença de fluido e regime de pressão indica compartimentação do reservatório na área de Mero.,interpretativa,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",113,Campo de Mero | Libra | W735 | W731 | 2-ANP-2A-RJS | reservatório | hidrocarbonetos | compartimentação | pressão,Campo de Mero -> Libra -> W735 -> W731 -> 2-ANP-2A-RJS -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
38,Que interpretação espacial pode ser obtida ao conectar Libra com W731?,Que evidência sugere continuidade de reservatórios na porção noroeste da estrutura de Libra?,A confirmação pelo poço W731 dos reservatórios já identificados no 2-ANP-2A-RJS sugere continuidade na porção noroeste da estrutura de Libra.,espacial,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Sistema petrolífero | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",61,Libra | W731 | 2-ANP-2A-RJS | reservatório | petróleo | óleo | porosidade | ANP-2A-RJS | Noroeste,Libra -> W731 -> 2-ANP-2A-RJS -> reservatório -> petróleo -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
39,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que característica torna o Campo de Mero diferente de outras acumulações do pré-sal?,A presença de rochas ígneas intercaladas aos reservatórios carbonáticos e hidrocarboneto com alto teor de CO2 torna Mero particular.,composicional_petrofisica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",61,pré-sal | Campo de Mero | reservatório | reservatórios carbonáticos | Campo | Mero | Dentre,pré-sal -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> Campo -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
40,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Que propriedade justifica classificar os carbonatos de Mero como reservatórios?,"As excelentes qualidades permoporosas indicam capacidade de armazenar e transmitir fluidos, compatível com a função de reservatório.",composicional_petrofisica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",81,reservatório | reservatórios carbonáticos | hidrocarbonetos | óleo | carbonatos | fluido | porosidade | permeabilidade | qualidades permoporosas,reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> óleo -> carbonatos -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
41,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Qual unidade de Búzios é associada a rudstones e grainstones de bivalves nos altos estruturais?,A Formação Itapema é associada a rudstones e grainstones de bivalves nos altos estruturais de Búzios.,composicional_petrofisica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",110,Bacia de Santos | Formação Barra Velha | Formação Itapema | reservatório | carbonáticas | coquinas | estromatólitos | bivalves | rudstones,Bacia de Santos -> Formação Barra Velha -> Formação Itapema -> reservatório -> carbonáticas -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
42,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?","Qual unidade de Búzios é associada a estromatólitos, grainstones intraclásticos e esferulititos?","A Formação Barra Velha é associada a estromatólitos, grainstones intraclásticos e esferulititos.",composicional_petrofisica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://petrobras.com.br/pre-sal,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",86,Bacia de Santos | Formação Barra Velha | Formação Itapema | reservatório | carbonáticas | estromatólitos | bivalves | rudstones | grainstones,Bacia de Santos -> Formação Barra Velha -> Formação Itapema -> reservatório -> carbonáticas -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
43,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,Eles representam depósitos faciológicos e petrofísicos e são usados para simular fluxo de fluidos e avaliar volumes no campo.,interpretativa,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",61,Campo de Búzios | reservatório | hidrocarbonetos | fluido | porosidade | permeabilidade | Campo | Eles | Para,Campo de Búzios -> reservatório -> hidrocarbonetos -> fluido -> porosidade -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
44,Como as evidências disponíveis permitem reinterpretar a pergunta: Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,"A caracterização requer integração de sísmica, dados de poços, petrografia, processos deposicionais e diagenéticos e testes de produtividade/injetividade.",interpretativa,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Geologia | SGB,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://www.sgb.gov.br/geologia,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.",61,reservatório | reservatórios carbonáticos | estratigrafia,reservatório -> reservatórios carbonáticos -> estratigrafia -> evidência textual -> relação geológica -> interpretação inferencial,3,medium,True,multi_passage,graphrag
45,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, reservatório e carbonatos?",Qual interpretação conecta idade aptiana e rifteamento oblíquo aos reservatórios de Búzios?,Os reservatórios de Búzios são carbonatos lacustres aptianos depositados durante o rifteamento oblíquo de abertura da Bacia de Santos.,temporal_estratigrafica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Quem Somos | Comunica Bacia de Santos | Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",84,Bacia de Santos | reservatório | carbonatos | carbonáticas | rifteamento | Búzios | Bacia | Santos | Itapema,Bacia de Santos -> reservatório -> carbonatos -> carbonáticas -> rifteamento -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
46,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,Qual campo exemplifica reservatórios carbonáticos das Formações Itapema e Barra Velha com coluna de óleo expressiva?,O Campo de Mero exemplifica reservatórios carbonáticos das Formações Barra Velha e Itapema com coluna de óleo de cerca de 300 m.,entidade_estratigrafica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",78,Bacia de Santos | Campo de Mero | reservatório | reservatórios carbonáticos | óleo | carbonáticas | rifteamento | Formações Itapema | Barra Velha,Bacia de Santos -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> óleo -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
47,Como as evidências disponíveis permitem reinterpretar a pergunta: Que feição em Mero indica que nem toda a estrutura de Libra possui o mesmo comportamento de fluido?,Que feição em Mero indica que nem toda a estrutura de Libra possui o mesmo comportamento de fluido?,A diferença de fluido e regime de pressão observada no W735 indica variação interna e compartimentação na estrutura de Libra.,interpretativa,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Sistema petrolífero | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga.",65,Libra | W735 | W731 | 2-ANP-2A-RJS | petróleo | óleo | compartimentação | pressão | fluido,Libra -> W735 -> W731 -> 2-ANP-2A-RJS -> petróleo -> evidência textual -> relação geológica,4,hard,False,multi_document,graphrag
48,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Como a ocorrência de rochas ígneas intercaladas afeta a interpretação de Mero?,"Ela indica maior complexidade do arcabouço do reservatório, pois intercala litologias não carbonáticas aos carbonatos produtores.",composicional_petrofisica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica.",68,reservatório | reservatórios carbonáticos | carbonatos | carbonáticas | estratigrafia | Dentre,reservatório -> reservatórios carbonáticos -> carbonatos -> carbonáticas -> estratigrafia -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
49,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,Qual entidade estratigráfica deve ser conectada aos estromatólitos no Campo de Búzios?,A Formação Barra Velha deve ser conectada aos estromatólitos descritos nos altos estruturais de Búzios.,entidade_estratigrafica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://petrobras.com.br/pre-sal,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",51,Formação Barra Velha | Formação Itapema | Campo de Búzios | estromatólitos | bivalves | rudstones | grainstones | esferulititos | altos estruturais,Formação Barra Velha -> Formação Itapema -> Campo de Búzios -> estromatólitos -> bivalves -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
50,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,Qual entidade estratigráfica deve ser conectada aos bivalves no Campo de Búzios?,A Formação Itapema deve ser conectada aos rudstones e grainstones de bivalves descritos nos altos estruturais.,entidade_estratigrafica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",75,Formação Barra Velha | Formação Itapema | Campo de Búzios | coquinas | estromatólitos | bivalves | rudstones | grainstones | esferulititos,Formação Barra Velha -> Formação Itapema -> Campo de Búzios -> coquinas -> estromatólitos -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
51,Que interpretação espacial pode ser obtida ao conectar Libra com W735?,Por que Mero exige avaliação espacial cuidadosa dos reservatórios?,"Porque há continuidade na porção noroeste e compartimentação no compartimento central, demonstrando variação espacial de fluidos e pressão.",espacial,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.",104,Libra | W735 | W731 | 2-ANP-2A-RJS | reservatório | compartimentação | pressão | fluido | Mero,Libra -> W735 -> W731 -> 2-ANP-2A-RJS -> reservatório -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
52,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,Qual conclusão decorre da associação entre Mero e a porção setentrional da Bacia de Santos?,"Mero representa uma acumulação do pré-sal localizada na porção norte da Bacia de Santos, com reservatórios carbonáticos de Barra Velha e Itapema.",espacial,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Quem Somos | Comunica Bacia de Santos | Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).",76,Bacia de Santos | pré-sal | Campo de Mero | reservatório | reservatórios carbonáticos | óleo | acumulação | Mero | Bacia,Bacia de Santos -> pré-sal -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
53,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Que papel têm os testes de produtividade na caracterização de Búzios?,"Eles ajudam a avaliar o comportamento produtivo e a injetividade das rochas, complementando a interpretação sísmica, de poços e petrográfica.",composicional_petrofisica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",70,reservatório | hidrocarbonetos | porosidade | permeabilidade | Eles,reservatório -> hidrocarbonetos -> porosidade -> permeabilidade -> Eles -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
54,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Que característica aproxima Búzios dos modelos de carbonatos lacustres do pré-sal?,"Búzios possui reservatórios carbonáticos lacustres aptianos nas formações Itapema e Barra Velha, compatíveis com os carbonatos lacustres do pré-sal.",composicional_petrofisica,Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras | Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.",63,Bacia de Santos | pré-sal | evaporitos | reservatório | reservatórios carbonáticos | carbonatos | carbonáticas | rifteamento | Búzios,Bacia de Santos -> pré-sal -> evaporitos -> reservatório -> reservatórios carbonáticos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
55,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Que entidade de Mero deve ser relacionada à qualidade permoporosa excelente?,Os reservatórios carbonáticos das Formações Barra Velha e Itapema devem ser relacionados à excelente qualidade permoporosa.,composicional_petrofisica,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Geologia do petróleo | Wikipédia,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",46,reservatório | reservatórios carbonáticos | hidrocarbonetos | óleo | Mero | Formações Barra Velha | Itapema,reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> óleo -> Mero -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
56,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação decorre da necessidade de reinjeção total do gás produzido em Mero?,Qual interpretação decorre da necessidade de reinjeção total do gás produzido em Mero?,"A estratégia de produção deve considerar o fluido produzido e o alto teor de CO2, integrando propriedades do hidrocarboneto ao desenvolvimento do campo.",interpretativa,Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras | Campo de Mero: caracterização dos reservatórios e desenvolvimento da produção | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.",42,Bacia de Santos | Campo de Mero | reservatório | reservatórios carbonáticos | gás | fluido | Dentre | Campo | Mero,Bacia de Santos -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> gás -> evidência textual -> relação geológica,3,medium,True,single_passage,graphrag
