id,question,original_question,context,expected_answer,tipo_inferencia,entities,relations,reasoning_path,num_hops,answer_type,difficulty,requires_ontology,retrieval_scope,source
78,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,Qual entidade na Bacia de Campos deve ser conectada aos reservatórios do pré-sal informal?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Tanto as coquinas quanto os calcáreos microbiais são informalmente denominados como Camada pré-sal. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.",As coquinas e os calcáreos microbiais devem ser conectados à Camada pré-sal informal.,entidade_estratigrafica,Bacia de Campos | pré-sal | reservatório | coquinas | Bacia | Campos | Camada | Albiano | Aptiano,"[{""head"": ""Bacia de Campos"", ""relation"": ""belongs_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""contains_or_relates_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_interpretation"", ""tail"": ""coquinas""}, {""head"": ""coquinas"", ""relation"": ""supports_interpretation"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",Bacia de Campos -> pré-sal -> reservatório -> coquinas -> Bacia -> baixa permeabilidade -> selo geológico,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://petrobras.com.br/pre-sal
79,"Que interpretação temporal pode ser obtida ao relacionar reservatório, carbonáticas e coquinas?",Qual rocha reservatório de Campos combina origem carbonática e idade Aptiana?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",Os calcáreos de origem microbial depositados no Aptiano combinam origem carbonática e idade Aptiana.,temporal_estratigrafica,reservatório | carbonáticas | coquinas | laminitos | altos herdados do embasamento | falhas | Campos | Aptiano | Albiano,"[{""head"": ""reservatório"", ""relation"": ""precedes_or_underlies"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""indicates"", ""tail"": ""coquinas""}, {""head"": ""coquinas"", ""relation"": ""supports"", ""tail"": ""laminitos""}, {""head"": ""laminitos"", ""relation"": ""supports"", ""tail"": ""altos herdados do embasamento""}, {""head"": ""altos herdados do embasamento"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}]",reservatório -> carbonáticas -> coquinas -> laminitos -> altos herdados do embasamento -> posição estratigráfica -> idade relativa,4,temporal_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16
80,"Que ambiente deposicional é sugerido pela associação entre reservatório, petróleo e óleo?",Que evidência liga reservatórios turbidíticos a águas profundas?,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.","Turbiditos são depositados por correntes submarinas e podem conter fósseis de águas profundas, o que sustenta sua interpretação em ambientes profundos.",ambiente_deposicional,reservatório | petróleo | óleo | fósseis | turbidito | Turbiditos | Para | Albiana | Bacia Potiguar,"[{""head"": ""reservatório"", ""relation"": ""is_associated_with"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates_environment"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""fósseis""}, {""head"": ""fósseis"", ""relation"": ""supports_interpretation"", ""tail"": ""turbidito""}, {""head"": ""turbidito"", ""relation"": ""supports_interpretation"", ""tail"": ""processo deposicional""}, {""head"": ""processo deposicional"", ""relation"": ""supports_interpretation"", ""tail"": ""evento geológico""}]",reservatório -> petróleo -> óleo -> fósseis -> turbidito -> processo deposicional -> evento geológico,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Turbidito | https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar
81,Que unidade ou entidade estratigráfica conecta reservatório à interpretação apresentada nas evidências?,Qual descoberta na Bacia Potiguar deve ser associada a reservatórios turbidíticos albiano?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",A descoberta de Anhangá deve ser associada a reservatórios turbidíticos de idade Albiana.,entidade_estratigrafica,reservatório | petróleo | óleo | turbidito | acumulação | Bacia Potiguar | Anhangá | Petrobras | Bacia,"[{""head"": ""reservatório"", ""relation"": ""belongs_to"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""contains_or_relates_to"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""turbidito""}, {""head"": ""turbidito"", ""relation"": ""supports_interpretation"", ""tail"": ""acumulação""}, {""head"": ""acumulação"", ""relation"": ""supports_interpretation"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_interpretation"", ""tail"": ""relação geológica""}]",reservatório -> petróleo -> óleo -> turbidito -> acumulação -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Turbidito
82,"Que interpretação temporal pode ser obtida ao relacionar petróleo, óleo e acumulação?",Que poço comprovou hidrocarboneto antes da descoberta de Anhangá na Bacia Potiguar?,"Esta é a segunda descoberta na Bacia Potiguar em 2024 e foi precedida pela comprovação da presença de hidrocarboneto no Poço Pitu Oeste, localizado na Concessão BM-POT-17, a cerca de 24 km de Anhangá. A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",O Poço Pitu Oeste comprovou a presença de hidrocarboneto antes da descoberta de Anhangá.,temporal_estratigrafica,petróleo | óleo | acumulação | Anhangá | Bacia | Poço Pitu Oeste | Bacia Potiguar | Poço Pitu | Concessão,"[{""head"": ""petróleo"", ""relation"": ""precedes_or_underlies"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""acumulação""}, {""head"": ""acumulação"", ""relation"": ""supports"", ""tail"": ""Anhangá""}, {""head"": ""Anhangá"", ""relation"": ""supports"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}]",petróleo -> óleo -> acumulação -> Anhangá -> Bacia -> posição estratigráfica -> idade relativa,4,temporal_relation,hard,True,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar
83,Que interpretação espacial pode ser obtida ao conectar reservatório com petróleo?,Qual concessão está ligada ao poço exploratório Anhangá?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",O poço Anhangá está ligado à Concessão POT-M-762_R15.,espacial_administrativa,reservatório | petróleo | óleo | acumulação | Anhangá | Concessão | Petrobras | Bacia | BRSA-1390-RNS,"[{""head"": ""reservatório"", ""relation"": ""is_related_to"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""acumulação""}, {""head"": ""acumulação"", ""relation"": ""indicates"", ""tail"": ""Anhangá""}, {""head"": ""Anhangá"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",reservatório -> petróleo -> óleo -> acumulação -> Anhangá -> posição espacial -> relação entre unidades,3,spatial_relation,medium,True,single_passage,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar
84,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).","A acumulação envolve reservatórios turbidíticos com hidrocarboneto, cuja qualidade e óleo ainda precisam de caracterização complementar.",interpretativa,reservatório | hidrocarbonetos | petróleo | óleo | porosidade | permeabilidade | acumulação | Albiana | Bacia Potiguar,"[{""head"": ""reservatório"", ""relation"": ""is_related_to"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""porosidade""}, {""head"": ""porosidade"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}]",reservatório -> hidrocarbonetos -> petróleo -> óleo -> porosidade -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
85,Que interpretação espacial pode ser obtida ao conectar Anhangá com Margem Equatorial?,Qual entidade conecta Anhangá à Margem Equatorial brasileira?,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana.","O poço 1-BRSA-1390-RNS, chamado Anhangá, conecta a descoberta à Margem Equatorial brasileira.",espacial,Anhangá | Margem Equatorial | BRSA-1390-RNS | Ceará | Rio Grande | Fortaleza | Gondwana | Sul-Americana,"[{""head"": ""Anhangá"", ""relation"": ""is_related_to"", ""tail"": ""Margem Equatorial""}, {""head"": ""Margem Equatorial"", ""relation"": ""supports"", ""tail"": ""BRSA-1390-RNS""}, {""head"": ""BRSA-1390-RNS"", ""relation"": ""indicates"", ""tail"": ""Ceará""}, {""head"": ""Ceará"", ""relation"": ""indicates"", ""tail"": ""Rio Grande""}, {""head"": ""Rio Grande"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Anhangá -> Margem Equatorial -> BRSA-1390-RNS -> Ceará -> Rio Grande -> posição espacial -> relação entre unidades,4,spatial_relation,hard,False,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil
86,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Por que a localização de Anhangá exige interpretação em águas ultraprofundas?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.","Porque o poço está em profundidade d’água de 2.196 metros, em contexto de águas ultraprofundas da Bacia Potiguar.",espacial,pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | acumulação | Anhangá,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""supports"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""indicates"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> petróleo -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://comunicabaciadesantos.petrobras.com.br/quem-somos
87,Como as evidências disponíveis permitem reinterpretar a pergunta: Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",A notícia informa que os reservatórios e o óleo serão caracterizados por análises de laboratório e avaliação da qualidade dos reservatórios.,interpretativa,reservatório | petróleo | óleo | fluido | turbidito | acumulação | Anhangá | Albiana | Bacia Potiguar,"[{""head"": ""reservatório"", ""relation"": ""is_related_to"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""fluido""}, {""head"": ""fluido"", ""relation"": ""indicates"", ""tail"": ""turbidito""}, {""head"": ""turbidito"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}]",reservatório -> petróleo -> óleo -> fluido -> turbidito -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23
88,Que papel geológico deve ser atribuído a Bacia de Campos quando as evidências são relacionadas?,Qual componente da Bacia de Campos conecta rochas geradoras e reservatórios em um sistema petrolífero?,"As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos. As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","Os folhelhos orgânicos funcionam como geradores e os arenitos turbidíticos, calcarenitos, calcáreos microbiais e coquinas funcionam como reservatórios.",entidade_funcao,Bacia de Campos | rocha selante | trapa | reservatório | rochas geradoras | hidrocarbonetos | coquinas | migração | acumulação,"[{""head"": ""Bacia de Campos"", ""relation"": ""is_type_of"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""has_function"", ""tail"": ""trapa""}, {""head"": ""trapa"", ""relation"": ""supports_role"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_role"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""supports_role"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_role"", ""tail"": ""relação geológica""}]",Bacia de Campos -> rocha selante -> trapa -> reservatório -> rochas geradoras -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
89,Como as evidências conectam Bacia de Campos à retenção ou migração de hidrocarbonetos?,Qual rocha capeadora comum poderia reter hidrocarbonetos gerados por folhelhos orgânicos?,Folhelhos e camadas de sal são rochas capeadoras comuns. As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos.,"Folhelhos ou camadas de sal poderiam atuar como rochas capeadoras comuns, retendo hidrocarbonetos migrados de rochas geradoras.",selo_e_retencao,Bacia de Campos | rochas geradoras | hidrocarbonetos | Folhelhos | Bacia | Campos,"[{""head"": ""Bacia de Campos"", ""relation"": ""acts_as"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""enables"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""prevents_or_retains"", ""tail"": ""Folhelhos""}, {""head"": ""Folhelhos"", ""relation"": ""prevents_or_retains"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""prevents_or_retains"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""prevents_or_retains"", ""tail"": ""selo geológico""}]",Bacia de Campos -> rochas geradoras -> hidrocarbonetos -> Folhelhos -> Bacia -> baixa permeabilidade -> selo geológico,4,entity_role,hard,True,multi_document,https://www.sgb.gov.br/petroleo | https://pt.wikipedia.org/wiki/Bacia_de_Campos
90,Que interpretação estrutural surge ao relacionar selo com trapa?,Por que uma falha pode ser relevante para acumulações petrolíferas?,"Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga. Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas. Mas, o óleo pode ser contido também, em sua ascensão, por uma deformação da rocha, caso em que se diz haver uma trapa estrutural.","Falhas podem participar de armadilhas estruturais que acumulam petróleo, impedindo sua fuga quando associadas a reservatório e selo.",estrutural,selo | trapa | reservatório | petróleo | óleo | falhas | Podem,"[{""head"": ""selo"", ""relation"": ""controls"", ""tail"": ""trapa""}, {""head"": ""trapa"", ""relation"": ""separates_or_compartments"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_interpretation"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estrutura geológica""}, {""head"": ""estrutura geológica"", ""relation"": ""supports_interpretation"", ""tail"": ""controle estrutural""}]",selo -> trapa -> reservatório -> petróleo -> óleo -> estrutura geológica -> controle estrutural,4,entity_role,hard,True,multi_document,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://www.sgb.gov.br/petroleo
91,"Que interpretação temporal pode ser obtida ao relacionar reservatório, coquinas e deposição?",Que elementos de Campos indicam uma sucessão de reservatórios com idades diferentes?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.","Arenitos turbidíticos do Albiano ao Mioceno, calcarenitos albiano, calcáreos microbiais aptianos e coquinas barremianas indicam reservatórios de idades distintas.",temporal_estratigrafica,reservatório | coquinas | deposição | Campos | Arenitos | Albiano | Aptiano | Esse,"[{""head"": ""reservatório"", ""relation"": ""precedes_or_underlies"", ""tail"": ""coquinas""}, {""head"": ""coquinas"", ""relation"": ""indicates"", ""tail"": ""deposição""}, {""head"": ""deposição"", ""relation"": ""supports"", ""tail"": ""Campos""}, {""head"": ""Campos"", ""relation"": ""supports"", ""tail"": ""Arenitos""}, {""head"": ""Arenitos"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}]",reservatório -> coquinas -> deposição -> Campos -> Arenitos -> posição estratigráfica -> idade relativa,4,temporal_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas
92,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, reservatório e coquinas?",Qual reservatório da Bacia de Campos combina litologia siliciclástica e ampla faixa temporal?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Rochas sedimentares detríticas (também chamadas de clásticas) são aquelas formadas pela deposição de fragmentos de outras rochas (ígneas, metamórficas ou mesmo sedimentares). Cascalhos formam conglomerados e brechas, areias formam arenitos, siltes formam siltitos e argilas formam argilitos.",Os arenitos turbidíticos combinam litologia siliciclástica e deposição do Albiano ao Mioceno.,temporal_estratigrafica,Bacia de Campos | reservatório | coquinas | deposição | Bacia | Campos | Albiano | Aptiano | Rochas,"[{""head"": ""Bacia de Campos"", ""relation"": ""precedes_or_underlies"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""coquinas""}, {""head"": ""coquinas"", ""relation"": ""supports"", ""tail"": ""deposição""}, {""head"": ""deposição"", ""relation"": ""supports"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}]",Bacia de Campos -> reservatório -> coquinas -> deposição -> Bacia -> posição estratigráfica -> idade relativa,4,temporal_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/rochas
93,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,Que conclusão pode ser feita ao relacionar turbiditos e Formação Carapebus?,Turbiditos Formação Carapebus K. e Terciano As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.,A Formação Carapebus deve ser tratada como unidade associada a reservatórios turbidíticos na Bacia de Campos.,entidade_estratigrafica,Bacia de Campos | reservatório | hidrocarbonetos | petróleo | óleo | turbidito | Formação | Formação Carapebus | Bacia,"[{""head"": ""Bacia de Campos"", ""relation"": ""belongs_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""contains_or_relates_to"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_interpretation"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_interpretation"", ""tail"": ""relação geológica""}]",Bacia de Campos -> reservatório -> hidrocarbonetos -> petróleo -> óleo -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Turbidito
